yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
85,18,1.6922,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.127,-1.16733,-1.20791,-1.24871,-1.28975,-1.33102,-1.37254,-1.4143,-1.4563,-1.49855,-1.54104,-1.58379,-1.62679,-1.67004,-1.71355,-1.75731,-1.80133,-1.84561,-1.89015,-1.93494,-1.98,-2.02532,-2.07091,-2.11676,-2.16287,-2.20925,-2.25589,-2.30281,-2.34999,-2.39745,-2.44518,-2.49318,-2.54146,-2.59002,-2.63887,-2.688,-2.73742,-2.78714,-2.83716,-2.88749,-2.93813,-2.9891,-3.04039,-3.09202,-3.14399,-3.19632,-3.24902,-3.30208,-3.35553,-3.40937,-3.46361,-3.51827,-3.57334,-3.62883,-3.68476,-3.74113,-3.79794,-3.8552,-3.9129,-3.97105,-4.02964,-4.08868,-4.14815,-4.20803,-4.26834,-4.32905,-4.39015,-4.4516,-4.51341,-4.57554,-4.63798,-4.70069,-4.76365,-4.82683,-4.89022,-4.95378,-5.01746,-5.08125,-5.14512,-5.20905,-5.27303,-5.337,-5.40096,-5.46489,-5.52879,-5.59264,-5.65643,-5.72015,-5.78381,-5.84741,-5.91093,-5.97439,-6.03782,-6.10127,-6.16471,-6.22813,-6.29156,-6.35508,-6.41878,-6.48269
86,18,1.6821,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.10256,-1.14282,-1.1833,-1.22403,-1.26498,-1.30617,-1.3476,-1.38928,-1.4312,-1.47336,-1.51577,-1.55844,-1.60135,-1.64452,-1.68794,-1.73162,-1.77556,-1.81976,-1.86422,-1.90893,-1.95391,-1.99916,-2.04467,-2.09044,-2.13648,-2.18279,-2.22936,-2.27621,-2.32333,-2.37072,-2.41839,-2.46634,-2.51456,-2.56307,-2.61186,-2.66095,-2.71033,-2.76001,-2.80999,-2.86029,-2.91091,-2.96185,-3.01312,-3.06473,-3.11669,-3.16901,-3.2217,-3.27477,-3.32822,-3.38206,-3.43632,-3.49098,-3.54607,-3.60158,-3.65753,-3.71392,-3.77076,-3.82804,-3.88576,-3.94394,-4.00256,-4.06163,-4.12112,-4.18104,-4.24138,-4.30212,-4.36326,-4.42475,-4.4866,-4.54878,-4.61127,-4.67404,-4.73706,-4.80032,-4.86379,-4.92745,-4.99124,-5.05514,-5.11915,-5.18324,-5.24739,-5.31157,-5.37574,-5.43991,-5.50407,-5.56821,-5.63231,-5.69636,-5.76039,-5.82437,-5.8883,-5.95219,-6.01607,-6.07999,-6.14392,-6.20785,-6.2718,-6.33584,-6.40007,-6.46452
87,18,1.6858,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.09869,-1.13889,-1.17932,-1.21999,-1.26089,-1.30202,-1.34339,-1.385,-1.42686,-1.46896,-1.51131,-1.5539,-1.59676,-1.63986,-1.68321,-1.72682,-1.77069,-1.81481,-1.8592,-1.90384,-1.94875,-1.99391,-2.03935,-2.08505,-2.13101,-2.17724,-2.22374,-2.27051,-2.31754,-2.36485,-2.41244,-2.46031,-2.50846,-2.55689,-2.60561,-2.65463,-2.70394,-2.75355,-2.80347,-2.8537,-2.90426,-2.95514,-3.00636,-3.05793,-3.10984,-3.16212,-3.21477,-3.2678,-3.32122,-3.37503,-3.42926,-3.4839,-3.53896,-3.59444,-3.65036,-3.70673,-3.76353,-3.82078,-3.87847,-3.93661,-3.99518,-4.0542,-4.11363,-4.17349,-4.23375,-4.29442,-4.35546,-4.41686,-4.47861,-4.54068,-4.60305,-4.66571,-4.72861,-4.79175,-4.8551,-4.91864,-4.98232,-5.04612,-5.11003,-5.17405,-5.23814,-5.30227,-5.36643,-5.4306,-5.4948,-5.559,-5.6232,-5.68738,-5.75157,-5.81575,-5.87991,-5.94407,-6.00825,-6.0725,-6.13681,-6.20114,-6.26552,-6.33001,-6.3947,-6.45961
88,18,1.6722,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.06919,-1.10924,-1.14951,-1.19002,-1.23076,-1.27173,-1.31295,-1.3544,-1.3961,-1.43805,-1.48023,-1.52268,-1.56537,-1.60832,-1.65152,-1.69497,-1.73869,-1.78267,-1.8269,-1.8714,-1.91616,-1.96119,-2.00649,-2.05206,-2.09789,-2.144,-2.19038,-2.23704,-2.28397,-2.33118,-2.37868,-2.42647,-2.47454,-2.5229,-2.57156,-2.62052,-2.6698,-2.71938,-2.76928,-2.8195,-2.87006,-2.92095,-2.9722,-3.02379,-3.07576,-3.12809,-3.18081,-3.23392,-3.28743,-3.34135,-3.39569,-3.45045,-3.50565,-3.56128,-3.61736,-3.67389,-3.73087,-3.78831,-3.84619,-3.90454,-3.96333,-4.02257,-4.08225,-4.14235,-4.20287,-4.26381,-4.32514,-4.38684,-4.4489,-4.5113,-4.57401,-4.63702,-4.7003,-4.76382,-4.82758,-4.89155,-4.95567,-5.01993,-5.08433,-5.14885,-5.21345,-5.27812,-5.34284,-5.40759,-5.47237,-5.53719,-5.602,-5.66683,-5.73167,-5.79652,-5.86136,-5.9262,-5.99108,-6.05604,-6.12105,-6.18609,-6.25118,-6.31637,-6.38177,-6.44738
89,18,1.6541,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.04089,-1.08083,-1.12099,-1.16139,-1.20201,-1.24287,-1.28397,-1.32532,-1.36691,-1.40874,-1.45081,-1.49314,-1.53572,-1.57856,-1.62165,-1.66499,-1.7086,-1.75247,-1.7966,-1.841,-1.88566,-1.93059,-1.97579,-2.02126,-2.067,-2.11302,-2.15931,-2.20588,-2.25274,-2.29987,-2.34729,-2.39501,-2.44301,-2.49131,-2.53991,-2.58882,-2.63804,-2.68758,-2.73744,-2.78763,-2.83815,-2.88902,-2.94025,-2.99183,-3.04378,-3.09611,-3.14883,-3.20194,-3.25546,-3.30939,-3.36374,-3.41853,-3.47375,-3.52942,-3.58553,-3.64211,-3.69914,-3.75663,-3.81458,-3.87299,-3.93186,-3.99118,-4.05095,-4.11116,-4.1718,-4.23286,-4.29433,-4.35618,-4.41841,-4.48099,-4.54391,-4.60714,-4.67066,-4.73446,-4.79851,-4.86279,-4.92727,-4.99191,-5.05671,-5.12166,-5.18674,-5.25191,-5.31716,-5.38248,-5.44787,-5.51331,-5.57879,-5.64431,-5.70987,-5.77547,-5.84108,-5.90673,-5.97244,-6.03823,-6.1041,-6.17001,-6.23598,-6.30206,-6.36834,-6.43484
90,18,1.6678,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.01215,-1.05185,-1.09178,-1.13193,-1.17231,-1.21293,-1.25378,-1.29487,-1.3362,-1.37778,-1.4196,-1.46167,-1.50399,-1.54656,-1.58939,-1.63248,-1.67582,-1.71943,-1.76331,-1.80744,-1.85185,-1.89652,-1.94147,-1.98669,-2.03218,-2.07795,-2.12401,-2.17034,-2.21696,-2.26387,-2.31107,-2.35856,-2.40635,-2.45445,-2.50285,-2.55156,-2.60059,-2.64994,-2.69962,-2.74964,-2.8,-2.85072,-2.90179,-2.95323,-3.00505,-3.05725,-3.10985,-3.16286,-3.21627,-3.27011,-3.32438,-3.37909,-3.43424,-3.48985,-3.54592,-3.60246,-3.65948,-3.71696,-3.77492,-3.83336,-3.89228,-3.95167,-4.01153,-4.07185,-4.13263,-4.19387,-4.25553,-4.31762,-4.38011,-4.443,-4.50626,-4.56988,-4.63383,-4.6981,-4.76268,-4.82752,-4.89261,-4.95791,-5.02342,-5.08913,-5.15501,-5.22103,-5.28717,-5.35342,-5.41977,-5.48622,-5.55274,-5.61932,-5.68597,-5.75268,-5.81942,-5.88621,-5.95306,-6.02002,-6.08704,-6.1541,-6.2212,-6.28842,-6.35583,-6.42344
91,18,1.6499,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.00519,-1.0448,-1.08463,-1.12469,-1.16498,-1.2055,-1.24625,-1.28725,-1.32848,-1.36996,-1.41168,-1.45365,-1.49587,-1.53834,-1.58107,-1.62405,-1.66729,-1.7108,-1.75457,-1.7986,-1.8429,-1.88748,-1.93232,-1.97744,-2.02283,-2.0685,-2.11446,-2.1607,-2.20722,-2.25403,-2.30114,-2.34855,-2.39625,-2.44426,-2.49258,-2.54122,-2.59018,-2.63946,-2.68908,-2.73904,-2.78934,-2.84001,-2.89104,-2.94244,-2.99422,-3.04639,-3.09897,-3.15195,-3.20535,-3.25917,-3.31344,-3.36815,-3.42331,-3.47893,-3.53502,-3.59159,-3.64863,-3.70615,-3.76415,-3.82263,-3.8816,-3.94105,-4.00098,-4.06138,-4.12224,-4.18357,-4.24534,-4.30754,-4.37016,-4.43319,-4.49661,-4.5604,-4.62454,-4.68901,-4.75381,-4.8189,-4.88424,-4.94983,-5.01564,-5.08168,-5.14791,-5.21429,-5.28082,-5.34748,-5.41428,-5.48118,-5.54817,-5.61525,-5.68241,-5.74965,-5.81693,-5.88428,-5.95171,-6.01924,-6.08685,-6.1545,-6.22219,-6.29,-6.358,-6.42621
92,18,1.6559,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.99307,-1.03244,-1.07204,-1.11187,-1.15192,-1.19219,-1.2327,-1.27344,-1.31442,-1.35563,-1.39709,-1.43879,-1.48075,-1.52295,-1.5654,-1.60811,-1.65108,-1.69431,-1.7378,-1.78155,-1.82557,-1.86986,-1.91442,-1.95926,-2.00437,-2.04976,-2.09543,-2.1414,-2.18764,-2.23418,-2.28101,-2.32815,-2.37559,-2.42334,-2.4714,-2.51978,-2.56848,-2.61752,-2.6669,-2.71662,-2.76669,-2.81713,-2.86794,-2.91912,-2.97069,-3.02266,-3.07504,-3.12784,-3.18106,-3.23471,-3.28882,-3.34337,-3.39839,-3.45387,-3.50984,-3.56629,-3.62322,-3.68065,-3.73858,-3.797,-3.85592,-3.91535,-3.97526,-4.03567,-4.09656,-4.15794,-4.21978,-4.28209,-4.34484,-4.40802,-4.47163,-4.53563,-4.60002,-4.66478,-4.7299,-4.79534,-4.86108,-4.9271,-4.99338,-5.05993,-5.1267,-5.19367,-5.26081,-5.32812,-5.3956,-5.46322,-5.53095,-5.59879,-5.66675,-5.7348,-5.80291,-5.87111,-5.9394,-6.0078,-6.07628,-6.1448,-6.21337,-6.28205,-6.35092,-6.41998
93,18,1.6738,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.99849,-1.0377,-1.07714,-1.11679,-1.15666,-1.19676,-1.23708,-1.27763,-1.31842,-1.35945,-1.4007,-1.44221,-1.48396,-1.52595,-1.56819,-1.61069,-1.65344,-1.69645,-1.73972,-1.78324,-1.82704,-1.8711,-1.91543,-1.96003,-2.00491,-2.05007,-2.0955,-2.14123,-2.18723,-2.23353,-2.28012,-2.32702,-2.37422,-2.42172,-2.46954,-2.51768,-2.56614,-2.61494,-2.66407,-2.71355,-2.76339,-2.81359,-2.86416,-2.91511,-2.96645,-3.0182,-3.07035,-3.12293,-3.17593,-3.22937,-3.28327,-3.33762,-3.39244,-3.44774,-3.50352,-3.55979,-3.61656,-3.67383,-3.73161,-3.78989,-3.84869,-3.908,-3.96781,-4.02812,-4.08894,-4.15025,-4.21205,-4.27432,-4.33705,-4.40024,-4.46386,-4.5279,-4.59234,-4.65717,-4.72237,-4.78791,-4.85377,-4.91992,-4.98635,-5.05306,-5.12001,-5.18716,-5.2545,-5.32202,-5.38971,-5.45755,-5.52551,-5.59358,-5.66177,-5.73004,-5.79838,-5.8668,-5.93531,-6.00392,-6.07261,-6.14132,-6.21007,-6.27893,-6.34796,-6.4172
94,18,1.6596,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.03588,-1.07489,-1.11411,-1.15354,-1.19319,-1.23304,-1.27312,-1.31343,-1.35396,-1.39472,-1.4357,-1.47693,-1.51839,-1.56009,-1.60203,-1.64421,-1.68664,-1.72933,-1.77226,-1.81545,-1.8589,-1.90261,-1.94658,-1.99081,-2.03531,-2.08009,-2.12514,-2.17047,-2.21608,-2.26197,-2.30816,-2.35464,-2.40142,-2.4485,-2.49589,-2.5436,-2.59164,-2.64,-2.6887,-2.73775,-2.78716,-2.83693,-2.88707,-2.9376,-2.98852,-3.03984,-3.09159,-3.14375,-3.19635,-3.2494,-3.30291,-3.35688,-3.41132,-3.46625,-3.52168,-3.5776,-3.63403,-3.69097,-3.74842,-3.80639,-3.86488,-3.92389,-3.98341,-4.04344,-4.10398,-4.16503,-4.22656,-4.28857,-4.35106,-4.41399,-4.47738,-4.54118,-4.60539,-4.66998,-4.73496,-4.80028,-4.86591,-4.93184,-4.99805,-5.06454,-5.13126,-5.19819,-5.26531,-5.33261,-5.40007,-5.46768,-5.53541,-5.60325,-5.6712,-5.73924,-5.80734,-5.87552,-5.94379,-6.01216,-6.0806,-6.14907,-6.21759,-6.28621,-6.35502,-6.42402
95,18,1.6386,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-1.07585,-1.11474,-1.15383,-1.19314,-1.23265,-1.27236,-1.31229,-1.35244,-1.39281,-1.4334,-1.47422,-1.51526,-1.55654,-1.59804,-1.63978,-1.68176,-1.72399,-1.76645,-1.80917,-1.85212,-1.89533,-1.9388,-1.98253,-2.02651,-2.07076,-2.11527,-2.16006,-2.20512,-2.25045,-2.29607,-2.34197,-2.38817,-2.43467,-2.48147,-2.52858,-2.576,-2.62376,-2.67184,-2.72027,-2.76904,-2.81818,-2.86769,-2.91757,-2.96785,-3.01852,-3.06961,-3.12113,-3.17307,-3.22546,-3.27831,-3.33162,-3.3854,-3.43967,-3.49443,-3.54969,-3.60545,-3.66173,-3.71852,-3.77582,-3.83365,-3.892,-3.95086,-4.01023,-4.07011,-4.1305,-4.19138,-4.25275,-4.31458,-4.37687,-4.43961,-4.50277,-4.56633,-4.63029,-4.69462,-4.7593,-4.82431,-4.88961,-4.95518,-5.02102,-5.08711,-5.15342,-5.21992,-5.28658,-5.35341,-5.42039,-5.48749,-5.55471,-5.62202,-5.68944,-5.75694,-5.82451,-5.89215,-5.95987,-6.0277,-6.09561,-6.16356,-6.23156,-6.29968,-6.36799,-6.4365
