yindex,Xindex,Height,resLayer1,resLayer2,resLayer3,resLayer4,resLayer5,resLayer6,resLayer7,resLayer8,resLayer9,resLayer10,resLayer11,resLayer12,resLayer13,resLayer14,resLayer15,resLayer16,resLayer17,resLayer18,resLayer19,resLayer20,resLayer21,resLayer22,resLayer23,resLayer24,resLayer25,resLayer26,resLayer27,resLayer28,resLayer29,resLayer30,resLayer31,resLayer32,resLayer33,resLayer34,resLayer35,resLayer36,resLayer37,resLayer38,resLayer39,resLayer40,resLayer41,resLayer42,resLayer43,resLayer44,resLayer45,resLayer46,resLayer47,resLayer48,resLayer49,resLayer50,resLayer51,resLayer52,resLayer53,resLayer54,resLayer55,resLayer56,resLayer57,resLayer58,resLayer59,resLayer60,resLayer61,resLayer62,resLayer63,resLayer64,resLayer65,resLayer66,resLayer67,resLayer68,resLayer69,resLayer70,resLayer71,resLayer72,resLayer73,resLayer74,resLayer75,resLayer76,resLayer77,resLayer78,resLayer79,resLayer80,resLayer81,resLayer82,resLayer83,resLayer84,resLayer85,resLayer86,resLayer87,resLayer88,resLayer89,resLayer90,resLayer91,resLayer92,resLayer93,resLayer94,resLayer95,resLayer96,resLayer97,resLayer98,resLayer99,resLayer100,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
76,36,1.121,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.76131,-2.78052,-2.79979,-2.81915,-2.83858,-2.8581,-2.87772,-2.89743,-2.91723,-2.93714,-2.95716,-2.97729,-2.99754,-3.01792,-3.03842,-3.05906,-3.07985,-3.10077,-3.12186,-3.1431,-3.16451,-3.18611,-3.20789,-3.22987,-3.25206,-3.27449,-3.29716,-3.32009,-3.3433,-3.36681,-3.39066,-3.41485,-3.43942,-3.46439,-3.4898,-3.51567,-3.54203,-3.56891,-3.59634,-3.62435,-3.65297,-3.68223,-3.71216,-3.74277,-3.77411,-3.80618,-3.83901,-3.87263,-3.90706,-3.94231,-3.97839,-4.01534,-4.05315,-4.09186,-4.13146,-4.17197,-4.21341,-4.25578,-4.29911,-4.34338,-4.38862,-4.43484,-4.48206,-4.53027,-4.57946,-4.62966,-4.68087,-4.73311,-4.78639,-4.84068,-4.89601,-4.95238,-5.0098,-5.06826,-5.12773,-5.18825,-5.24983,-5.31248,-5.37617,-5.44086,-5.50658,-5.57334,-5.64115,-5.70999,-5.77981,-5.85064,-5.92248,-5.99532,-6.06912,-6.14388,-6.21965,-6.29637,-6.37401,-6.4525,-6.5319,-6.61232,-6.69378,-6.77616,-6.85934,-6.94326
77,36,1.1123,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.75211,-2.77119,-2.79034,-2.80957,-2.82888,-2.84828,-2.86777,-2.88736,-2.90705,-2.92684,-2.94674,-2.96675,-2.98689,-3.00714,-3.02753,-3.04805,-3.06872,-3.08953,-3.11049,-3.13161,-3.15291,-3.17438,-3.19603,-3.21788,-3.23994,-3.26223,-3.28475,-3.30752,-3.33056,-3.3539,-3.37755,-3.40155,-3.4259,-3.45064,-3.4758,-3.50141,-3.52749,-3.55408,-3.5812,-3.60889,-3.63717,-3.66608,-3.69564,-3.72587,-3.75682,-3.78849,-3.82092,-3.85412,-3.88812,-3.92294,-3.95859,-3.99509,-4.03246,-4.07072,-4.10987,-4.14993,-4.1909,-4.23282,-4.27569,-4.31951,-4.36429,-4.41006,-4.45681,-4.50456,-4.5533,-4.60304,-4.65379,-4.70558,-4.75839,-4.81224,-4.86711,-4.92303,-4.98,-5.038,-5.09703,-5.1571,-5.21824,-5.28045,-5.3437,-5.40796,-5.47324,-5.53958,-5.60696,-5.67538,-5.74478,-5.81519,-5.88662,-5.95905,-6.03245,-6.10682,-6.18219,-6.25853,-6.33578,-6.41389,-6.49293,-6.573,-6.6541,-6.73615,-6.81899,-6.90257
78,36,1.1156,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.75232,-2.77115,-2.79006,-2.80904,-2.82811,-2.84727,-2.86653,-2.88588,-2.90534,-2.9249,-2.94457,-2.96435,-2.98426,-3.00429,-3.02446,-3.04476,-3.06521,-3.0858,-3.10654,-3.12745,-3.14852,-3.16978,-3.19121,-3.21284,-3.23467,-3.25672,-3.27901,-3.30154,-3.32433,-3.3474,-3.37078,-3.39449,-3.41854,-3.44297,-3.4678,-3.49306,-3.51879,-3.545,-3.57172,-3.599,-3.62686,-3.65533,-3.68444,-3.71421,-3.74467,-3.77585,-3.80778,-3.84047,-3.87395,-3.90825,-3.94337,-3.97933,-4.01616,-4.05388,-4.09248,-4.13199,-4.17242,-4.21379,-4.2561,-4.29937,-4.3436,-4.38881,-4.43501,-4.48221,-4.5304,-4.57959,-4.6298,-4.68104,-4.73331,-4.78661,-4.84094,-4.89632,-4.95275,-5.01022,-5.06872,-5.12826,-5.18888,-5.25057,-5.31329,-5.37703,-5.4418,-5.50763,-5.57452,-5.64243,-5.71134,-5.78127,-5.85221,-5.92416,-5.99709,-6.07099,-6.1459,-6.22178,-6.29859,-6.37625,-6.45486,-6.53452,-6.61522,-6.69686,-6.77931,-6.86251
79,36,1.0939,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.74045,-2.75934,-2.77831,-2.79735,-2.81648,-2.83569,-2.855,-2.8744,-2.89391,-2.91352,-2.93323,-2.95307,-2.97302,-2.9931,-3.01331,-3.03365,-3.05414,-3.07477,-3.09555,-3.11649,-3.1376,-3.15887,-3.18033,-3.20198,-3.22383,-3.24588,-3.26817,-3.29069,-3.31346,-3.3365,-3.35983,-3.38348,-3.40746,-3.43179,-3.45652,-3.48165,-3.50723,-3.53328,-3.55982,-3.5869,-3.61454,-3.64277,-3.67162,-3.70111,-3.73129,-3.76217,-3.79378,-3.82615,-3.85929,-3.89324,-3.928,-3.96361,-4.00007,-4.03741,-4.07563,-4.11476,-4.1548,-4.19577,-4.23769,-4.28057,-4.3244,-4.36921,-4.41501,-4.4618,-4.50959,-4.55837,-4.60817,-4.659,-4.71087,-4.76376,-4.81768,-4.87266,-4.92868,-4.98574,-5.04383,-5.10296,-5.16318,-5.22446,-5.28678,-5.35012,-5.41449,-5.47992,-5.54641,-5.61393,-5.68244,-5.75198,-5.82253,-5.8941,-5.96664,-6.04017,-6.1147,-6.19021,-6.26665,-6.34395,-6.4222,-6.50151,-6.58188,-6.66319,-6.7453,-6.82817
80,36,1.0862,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.72151,-2.74075,-2.76007,-2.77945,-2.79892,-2.81848,-2.83812,-2.85786,-2.8777,-2.89764,-2.91768,-2.93784,-2.95812,-2.97852,-2.99905,-3.01971,-3.04051,-3.06145,-3.08255,-3.1038,-3.12522,-3.14681,-3.16857,-3.19053,-3.21269,-3.23506,-3.25765,-3.28048,-3.30356,-3.32692,-3.35056,-3.37453,-3.39882,-3.42348,-3.44853,-3.47399,-3.4999,-3.52628,-3.55316,-3.58057,-3.60855,-3.63713,-3.66632,-3.69616,-3.72669,-3.75792,-3.78988,-3.8226,-3.85609,-3.89039,-3.9255,-3.96146,-3.99827,-4.03595,-4.07453,-4.114,-4.15438,-4.1957,-4.23796,-4.28117,-4.32534,-4.37048,-4.41661,-4.46373,-4.51184,-4.56095,-4.61107,-4.66222,-4.7144,-4.7676,-4.82183,-4.87711,-4.93343,-4.99079,-5.04917,-5.1086,-5.1691,-5.23066,-5.29327,-5.35688,-5.42152,-5.48722,-5.55396,-5.62174,-5.69052,-5.7603,-5.8311,-5.90291,-5.97569,-6.04945,-6.12422,-6.19995,-6.27661,-6.35413,-6.43259,-6.5121,-6.59266,-6.67416,-6.75646,-6.83951
81,36,1.0705,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.6883,-2.70817,-2.72811,-2.74812,-2.7682,-2.78836,-2.8086,-2.82893,-2.84935,-2.86987,-2.89049,-2.91122,-2.93207,-2.95302,-2.97411,-2.99532,-3.01666,-3.03815,-3.05978,-3.08156,-3.1035,-3.12561,-3.1479,-3.17037,-3.19304,-3.21591,-3.23901,-3.26234,-3.28592,-3.30977,-3.33392,-3.35837,-3.38316,-3.40831,-3.43384,-3.45979,-3.48618,-3.51304,-3.5404,-3.5683,-3.59676,-3.62581,-3.65547,-3.68579,-3.71679,-3.74849,-3.78092,-3.8141,-3.84806,-3.88282,-3.91839,-3.9548,-3.99206,-4.0302,-4.06922,-4.10913,-4.14995,-4.19171,-4.2344,-4.27804,-4.32263,-4.3682,-4.41474,-4.46228,-4.5108,-4.56031,-4.61082,-4.66237,-4.71494,-4.76853,-4.82314,-4.87879,-4.93549,-4.99321,-5.05196,-5.11173,-5.17258,-5.23449,-5.29744,-5.36138,-5.42635,-5.49237,-5.55944,-5.62753,-5.69661,-5.76669,-5.83779,-5.90989,-5.98295,-6.05699,-6.13202,-6.20802,-6.28494,-6.36271,-6.44142,-6.52116,-6.60194,-6.68367,-6.76618,-6.84945
82,36,1.0525,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.65025,-2.67093,-2.69167,-2.71248,-2.73334,-2.75428,-2.77529,-2.79638,-2.81755,-2.83881,-2.86017,-2.88162,-2.90318,-2.92485,-2.94663,-2.96854,-2.99057,-3.01273,-3.03503,-3.05748,-3.08008,-3.10284,-3.12577,-3.14888,-3.17218,-3.19568,-3.21941,-3.24336,-3.26756,-3.29203,-3.31679,-3.34187,-3.36727,-3.39303,-3.41919,-3.44575,-3.47277,-3.50025,-3.52824,-3.55676,-3.58585,-3.61553,-3.64584,-3.67679,-3.70843,-3.74077,-3.77383,-3.80766,-3.84225,-3.87765,-3.91386,-3.95091,-3.9888,-4.02757,-4.06722,-4.10776,-4.14921,-4.19158,-4.23489,-4.27914,-4.32434,-4.37051,-4.41766,-4.46579,-4.5149,-4.56499,-4.61609,-4.66822,-4.72136,-4.77551,-4.83068,-4.88688,-4.94413,-5.0024,-5.06168,-5.12199,-5.18336,-5.24578,-5.30924,-5.37369,-5.43916,-5.50567,-5.57321,-5.64178,-5.71133,-5.78188,-5.85343,-5.92597,-5.99948,-6.07394,-6.1494,-6.22582,-6.30314,-6.38132,-6.46042,-6.54053,-6.62167,-6.70374,-6.78661,-6.87022
83,36,1.0649,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.61894,-2.64042,-2.66195,-2.68354,-2.70518,-2.72688,-2.74865,-2.7705,-2.79242,-2.81442,-2.83651,-2.85869,-2.88097,-2.90335,-2.92584,-2.94844,-2.97117,-2.99402,-3.01701,-3.04013,-3.06341,-3.08686,-3.11047,-3.13426,-3.15825,-3.18245,-3.20688,-3.23155,-3.25649,-3.28171,-3.30724,-3.3331,-3.35932,-3.38592,-3.41295,-3.44041,-3.46835,-3.49679,-3.52576,-3.5553,-3.58542,-3.61617,-3.64756,-3.67963,-3.7124,-3.74589,-3.78013,-3.81513,-3.85092,-3.88752,-3.92495,-3.96321,-4.00233,-4.04233,-4.08321,-4.12497,-4.16765,-4.21125,-4.25579,-4.30126,-4.34768,-4.39507,-4.44343,-4.49277,-4.54308,-4.59437,-4.64666,-4.69997,-4.75429,-4.80962,-4.86595,-4.92332,-4.98172,-5.04113,-5.10155,-5.16299,-5.22548,-5.28902,-5.35357,-5.41912,-5.48567,-5.55325,-5.62186,-5.69148,-5.76207,-5.83364,-5.90621,-5.97976,-6.05425,-6.1297,-6.20612,-6.28348,-6.36175,-6.44085,-6.52085,-6.60182,-6.6838,-6.76669,-6.85038,-6.9348
84,36,1.0783,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.59793,-2.62006,-2.64224,-2.66447,-2.68675,-2.7091,-2.7315,-2.75398,-2.77653,-2.79916,-2.82187,-2.84467,-2.86757,-2.89056,-2.91367,-2.93688,-2.96022,-2.98369,-3.00729,-3.03104,-3.05494,-3.07901,-3.10326,-3.12771,-3.15236,-3.17725,-3.20238,-3.22778,-3.25346,-3.27947,-3.30581,-3.33252,-3.35962,-3.38714,-3.41512,-3.44358,-3.47255,-3.50206,-3.53214,-3.56282,-3.59412,-3.62607,-3.65869,-3.69202,-3.72606,-3.76085,-3.79641,-3.83274,-3.86988,-3.90783,-3.94661,-3.98624,-4.02673,-4.0681,-4.11035,-4.15349,-4.19753,-4.24251,-4.28841,-4.33525,-4.38303,-4.43176,-4.48148,-4.53216,-4.58382,-4.63645,-4.69007,-4.7447,-4.80034,-4.85697,-4.91462,-4.97328,-5.03296,-5.09366,-5.15536,-5.21806,-5.2818,-5.34658,-5.41238,-5.47915,-5.54692,-5.6157,-5.6855,-5.7563,-5.82807,-5.90079,-5.9745,-6.04918,-6.12479,-6.20133,-6.27883,-6.35726,-6.43659,-6.51675,-6.59774,-6.67968,-6.7626,-6.84642,-6.93103,-7.01636
85,36,1.0933,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.59325,-2.61558,-2.63796,-2.66038,-2.68286,-2.70541,-2.72802,-2.7507,-2.77345,-2.79628,-2.8192,-2.84222,-2.86533,-2.88854,-2.91186,-2.9353,-2.95887,-2.98257,-3.00642,-3.03042,-3.05459,-3.07894,-3.10348,-3.12824,-3.15323,-3.17847,-3.20398,-3.2298,-3.25593,-3.2824,-3.30926,-3.33652,-3.3642,-3.39235,-3.42098,-3.45014,-3.47984,-3.51011,-3.54099,-3.57249,-3.60465,-3.63748,-3.67101,-3.70526,-3.74026,-3.77601,-3.81253,-3.84985,-3.88798,-3.92694,-3.96673,-4.00737,-4.04887,-4.09126,-4.13453,-4.17869,-4.22376,-4.26975,-4.31668,-4.36453,-4.41333,-4.46308,-4.5138,-4.5655,-4.61817,-4.6718,-4.72642,-4.78205,-4.83868,-4.89631,-4.95494,-5.01458,-5.07525,-5.13692,-5.19959,-5.26325,-5.32795,-5.39368,-5.46042,-5.52813,-5.59683,-5.66654,-5.73725,-5.80896,-5.88161,-5.95523,-6.02981,-6.10536,-6.18183,-6.25922,-6.33755,-6.41681,-6.49696,-6.57793,-6.6597,-6.74239,-6.82603,-6.91056,-6.99587,-7.08191
86,36,1.0944,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.59462,-2.61708,-2.6396,-2.66216,-2.68478,-2.70746,-2.73021,-2.75303,-2.77593,-2.79891,-2.82197,-2.84513,-2.86839,-2.89175,-2.91523,-2.93882,-2.96255,-2.98642,-3.01044,-3.03461,-3.05897,-3.08352,-3.10827,-3.13325,-3.15848,-3.18398,-3.20977,-3.23587,-3.26231,-3.28913,-3.31634,-3.34398,-3.37207,-3.40064,-3.42973,-3.45935,-3.48955,-3.52033,-3.55174,-3.58379,-3.61651,-3.64992,-3.68404,-3.71889,-3.75449,-3.79085,-3.828,-3.86595,-3.90471,-3.9443,-3.98473,-4.02601,-4.06815,-4.11118,-4.1551,-4.1999,-4.24561,-4.29223,-4.3398,-4.38829,-4.43772,-4.48811,-4.53946,-4.59179,-4.64508,-4.69935,-4.75459,-4.81084,-4.86809,-4.92634,-4.98558,-5.04583,-5.10711,-5.16939,-5.23265,-5.29691,-5.3622,-5.42852,-5.49584,-5.56414,-5.63341,-5.70369,-5.77496,-5.84723,-5.92044,-5.99461,-6.06973,-6.14581,-6.22281,-6.30072,-6.37956,-6.45933,-6.53998,-6.62144,-6.7037,-6.78684,-6.87091,-6.95587,-7.04162,-7.12809
